Id,Title,Description,Status,Due date,Owner id,Created by id,Updated by id,Created at,Updated at,Outcome,Task type,Completed date
70011116976,Water logging,Client says will let you know if iam intrested. Due to water loging problem already she has expienced in that area,Completed,2024-06-25 10:54:00 UTC,70000110352,70000110352,70000110352,2024-06-24 11:00:18 UTC,2024-06-24 11:00:18 UTC,,,2024-06-24 10:54:50 UTC
70011121257,General Enquiry,It  seems an genral enquiry. Client intrested in saraswati project. He says right now not in town will let you once he comes down to chennai,Completed,2024-06-26 06:05:00 UTC,70000110352,70000110352,70000110352,2024-06-25 06:07:48 UTC,2024-06-25 06:07:48 UTC,,,2024-06-25 06:05:42 UTC
70011121286,I.T department,This client is as vendor,Completed,2024-06-26 06:10:00 UTC,70000110352,70000110352,70000110352,2024-06-25 06:11:31 UTC,2024-06-25 06:11:31 UTC,,,2024-06-25 06:10:58 UTC
70011121464,Bad timimming,Ringing but no response will try some time later,Completed,2024-06-26 06:18:00 UTC,70000110352,70000110352,70000110352,2024-06-25 06:19:32 UTC,2024-06-25 06:19:32 UTC,,,2024-06-25 06:18:55 UTC
70011125896,Junk,The dialed number does not exist,Completed,2024-06-26 09:51:00 UTC,70000110352,70000110352,70000110352,2024-06-25 09:52:19 UTC,2024-06-25 09:52:19 UTC,,,2024-06-25 09:51:54 UTC
70011131771,Follow up,Client says not in a hurry to buy a flat. Discussed about our property to .Client says will check and revert back,Completed,2024-06-27 06:44:00 UTC,70000110352,70000110352,70000110352,2024-06-26 06:49:03 UTC,2024-06-26 06:49:03 UTC,,,2024-06-26 06:44:53 UTC
70011132072,Follow up,Client said still havent discussed with family members nor with mr kamal will get back to us once decided,Completed,2024-06-27 07:02:00 UTC,70000110352,70000110352,70000110352,2024-06-26 07:04:39 UTC,2024-06-26 07:04:39 UTC,,,2024-06-26 07:03:00 UTC
70011132271,Mahindra City,Client need a plot in inside mahindra city only now where else because her office at chengulpet ,Completed,2024-06-27 07:13:00 UTC,70000110352,70000110352,70000110352,2024-06-26 07:14:40 UTC,2024-06-26 07:14:40 UTC,,,2024-06-26 07:13:20 UTC
70011135272,Villa plots,All details sent through whats app. Client said by this week end will have a site visit and revert back if needed,Completed,2024-06-27 10:30:00 UTC,70000110352,70000110352,70000110352,2024-06-26 10:31:57 UTC,2024-06-26 10:31:57 UTC,,,2024-06-26 10:30:26 UTC
70011135315,No response,Ringing no response tried calling so many times,Completed,2024-06-27 10:33:00 UTC,70000110352,70000110352,70000110352,2024-06-26 10:33:59 UTC,2024-06-26 10:33:59 UTC,,,2024-06-26 10:33:26 UTC
70011135385,Vendor,This client is a vendor,Completed,2024-06-27 10:42:00 UTC,70000110352,70000110352,70000110352,2024-06-26 10:43:13 UTC,2024-06-26 10:43:13 UTC,,,2024-06-26 10:42:53 UTC
70011139094,Vendor,This client is a vendor,Completed,2024-06-28 05:34:00 UTC,70000110352,70000110352,70000110352,2024-06-27 05:34:49 UTC,2024-06-27 05:34:49 UTC,,,2024-06-27 05:34:24 UTC
70011139308,Budget,Client budget is up to 1 cr wanted two bhk flat in vaniyavilas project. our project starts from 3 bhk onwards,Completed,2024-06-28 06:04:00 UTC,70000110352,70000110352,70000110352,2024-06-27 06:06:12 UTC,2024-06-27 06:06:12 UTC,,,2024-06-27 06:04:26 UTC
70011139408,Bad timing,Ringing no respone will again call some time later,Completed,2024-06-28 06:18:00 UTC,70000110352,70000110352,70000110352,2024-06-27 06:18:52 UTC,2024-06-27 06:18:52 UTC,,,2024-06-27 06:18:06 UTC
70011139900,Bad Timing,Now client says they are not intrested in buying any property in that area because there family met with an accident . ,Completed,2024-06-28 06:52:00 UTC,70000110352,70000110352,70000110352,2024-06-27 06:53:44 UTC,2024-06-27 06:53:44 UTC,,,2024-06-27 06:52:09 UTC
70011139939,Na,The person you are calling is not answering. Tried calling so many times,Completed,2024-06-28 06:56:00 UTC,70000110352,70000110352,70000110352,2024-06-27 06:57:10 UTC,2024-06-27 06:57:10 UTC,,,2024-06-27 06:56:34 UTC
70011140016,Bad timing,The number you are calling is temporily out of service,Completed,2024-06-28 06:59:00 UTC,70000110352,70000110352,70000110352,2024-06-27 07:00:41 UTC,2024-06-27 07:00:41 UTC,,,2024-06-27 06:59:56 UTC
70011140241,Car park problem,Client visited the plot and like the place. But only problem is road width .Customer feels client cannot park the car park out side. Client said will discuss with in there family and revert back,Completed,2024-06-28 07:10:00 UTC,70000110352,70000110352,70000110352,2024-06-27 07:13:12 UTC,2024-06-27 07:13:12 UTC,,,2024-06-27 07:10:37 UTC
70011140303,BAd timing,The person you are calling is not answering... will again try some time later,Completed,2024-06-28 07:16:00 UTC,70000110352,70000110352,70000110352,2024-06-27 07:17:12 UTC,2024-06-27 07:17:12 UTC,,,2024-06-27 07:16:24 UTC
70011140610,Milange,Client said not yet decided with family.. Will revert back  if needed,Completed,2024-06-28 07:38:00 UTC,70000110352,70000110352,70000110352,2024-06-27 07:39:55 UTC,2024-06-27 07:39:55 UTC,,,2024-06-27 07:38:28 UTC
70011140623,Other options,Client said due to road width client is looking for other option. If not will revert back,Completed,2024-06-28 07:42:00 UTC,70000110352,70000110352,70000110352,2024-06-27 07:43:01 UTC,2024-06-27 07:43:01 UTC,,,2024-06-27 07:42:11 UTC
70011143396,general enquiery,Client says still not yet decided regarding plots. Will let you know once decided,Completed,2024-06-28 10:56:00 UTC,70000110352,70000110352,70000110352,2024-06-27 10:57:15 UTC,2024-06-27 10:57:15 UTC,,,2024-06-27 10:56:18 UTC
70011143440,Farm land,Client looking only for farm land only not patta land,Completed,2024-06-28 11:01:00 UTC,70000110352,70000110352,70000110352,2024-06-27 11:02:23 UTC,2024-06-27 11:02:23 UTC,,,2024-06-27 11:01:44 UTC
70011143469,bad timing,Ringing no response,Completed,2024-06-28 11:05:00 UTC,70000110352,70000110352,70000110352,2024-06-27 11:06:19 UTC,2024-06-27 11:06:19 UTC,,,2024-06-27 11:05:52 UTC
70011172442,Follow up & Plan visit,"",Overdue,2024-07-02 06:00:00 UTC,70000133493,70000089514,70000089514,2024-07-01 03:34:50 UTC,2024-07-01 03:36:18 UTC,,,
70011220662,Follow up ,"",Completed,2024-07-11 10:05:00 UTC,70000110350,70000110350,70000110350,2024-07-05 10:05:52 UTC,2026-04-12 11:14:18 UTC,,,2026-04-12 11:14:18 UTC
70011268278,Follow up for Sri Nivas ,Convince Customer for Site Visit ,Overdue,2024-07-12 06:30:00 UTC,70000089514,70000089514,70000089514,2024-07-11 09:16:07 UTC,2024-07-11 09:16:07 UTC,,Follow up,
70011269325,Follow up 1,find out which property she is interested in and take things forward,Overdue,2024-07-13 08:45:00 UTC,70000089514,70000089514,70000089514,2024-07-11 09:54:48 UTC,2024-07-11 09:55:25 UTC,,Follow up,
70011270701,follow up ,Schedule a meeting for poes ,Completed,2024-07-13 11:53:00 UTC,70000089514,70000089514,70000089514,2024-07-11 11:53:28 UTC,2024-08-02 11:25:57 UTC,,,2024-08-02 11:25:57 UTC
70011274805,RnR,Ringing no response will try calling some time later,Completed,2024-07-13 05:27:00 UTC,70000110352,70000110352,70000110352,2024-07-12 05:28:06 UTC,2024-07-12 05:28:06 UTC,,,2024-07-12 05:27:31 UTC
70011274836,Wrong number,The dialed number does not exist.. Pls check the number you have dailed,Completed,2024-07-13 05:32:00 UTC,70000110352,70000110352,70000110352,2024-07-12 05:33:40 UTC,2024-07-12 05:33:40 UTC,,,2024-07-12 05:32:30 UTC
70011275019,Not intrested,Client is not intrested in property by mistake his son has srolled it,Completed,2024-07-13 06:06:00 UTC,70000110352,70000110352,70000110352,2024-07-12 06:07:16 UTC,2024-07-12 06:07:16 UTC,,,2024-07-12 06:06:04 UTC
70011275108,Stall Fabricator,This client is a stall fabricator,Completed,2024-07-13 06:24:00 UTC,70000110352,70000110352,70000110352,2024-07-12 06:24:47 UTC,2024-07-12 06:24:47 UTC,,,2024-07-12 06:24:09 UTC
70011275257,follow up,follow up for site visit ,Completed,2024-07-13 06:38:00 UTC,70000110350,70000110350,70000110350,2024-07-12 06:39:13 UTC,2024-07-13 06:49:25 UTC,Left message,,2024-07-13 06:49:14 UTC
70011275583,Not intrested,Client is not looking any property right now planned dropped due to personol issues,Completed,2024-07-13 06:58:00 UTC,70000110352,70000110352,70000110352,2024-07-12 06:59:25 UTC,2024-07-12 06:59:25 UTC,,,2024-07-12 06:58:26 UTC
70011275678,Number not in use,The number you are calling is temporarily out of service.. Tried calling so many times,Completed,2024-07-13 07:03:00 UTC,70000110352,70000110352,70000110352,2024-07-12 07:04:53 UTC,2024-07-12 07:04:53 UTC,,,2024-07-12 07:03:49 UTC
70011275816,Budget 50 lakhs only,Client need villas in gudvancherry only budget up to 50 lakhs only,Completed,2024-07-13 07:11:00 UTC,70000110352,70000110352,70000110352,2024-07-12 07:12:58 UTC,2024-07-12 07:12:58 UTC,,,2024-07-12 07:11:20 UTC
70011275921,Call drop,Line not getting connected call drop tried calling so many times,Completed,2024-07-13 07:19:00 UTC,70000110352,70000110352,70000110352,2024-07-12 07:20:14 UTC,2024-07-12 07:20:14 UTC,,,2024-07-12 07:19:29 UTC
70011278396,Vender,This client is a tiles vendor,Completed,2024-07-13 10:05:00 UTC,70000110352,70000110352,70000110352,2024-07-12 10:06:57 UTC,2024-07-12 10:06:57 UTC,,,2024-07-12 10:06:28 UTC
70011279887,Bad timming,Client is driving a car will call me back after some time . Once she is free,Completed,2024-07-13 11:15:00 UTC,70000110352,70000110352,70000110352,2024-07-12 11:16:14 UTC,2024-07-12 11:16:14 UTC,,,2024-07-12 11:15:22 UTC
70011279959,budget,Client budget is up to 15 lakhs only wanted 600 sqft plot,Completed,2024-07-13 11:25:00 UTC,70000110352,70000110352,70000110352,2024-07-12 11:26:01 UTC,2024-07-12 11:26:01 UTC,,,2024-07-12 11:25:27 UTC
70011284424,Not intrested,Client is not intrested in any propety nor plots and cuts the call immidiately,Completed,2024-07-14 04:47:00 UTC,70000110352,70000110352,70000110352,2024-07-13 04:48:09 UTC,2024-07-13 04:48:09 UTC,,,2024-07-13 04:47:17 UTC
70011284464,Road width,Road width of plot is very small customer feels and he doesnt want to have quarell with neighbours daily regarding car parking,Completed,2024-07-14 05:00:00 UTC,70000110352,70000110352,70000110352,2024-07-13 05:02:06 UTC,2024-07-13 05:02:06 UTC,,,2024-07-13 05:00:27 UTC
70011284493,Road Width,Client reveals the same story regarding road width his family is not happy with road with. ,Completed,2024-07-14 05:06:00 UTC,70000110352,70000110352,70000110352,2024-07-13 05:10:08 UTC,2024-07-13 05:10:08 UTC,,,2024-07-13 05:06:28 UTC
70011284519,property road street cut,Client liked property plot no 2 but due to road street cut client family members are not happy,Completed,2024-07-14 05:14:00 UTC,70000110352,70000110352,70000110352,2024-07-13 05:16:40 UTC,2024-07-13 05:16:40 UTC,,,2024-07-13 05:14:43 UTC
70011284526,Bad Timming,Client says he will give me a call right now he is in meeting. Will revert back if intrested,Completed,2024-07-14 05:20:00 UTC,70000110352,70000110352,70000110352,2024-07-13 05:21:17 UTC,2024-07-13 05:21:17 UTC,,,2024-07-13 05:20:12 UTC
70011284545,not intrested,Client says not intrested in property purchase,Completed,2024-07-14 05:25:00 UTC,70000110352,70000110352,70000110352,2024-07-13 05:26:14 UTC,2024-07-13 05:26:14 UTC,,,2024-07-13 05:25:37 UTC
70011284581,Time delay,Client says will take time will call you back if needed,Completed,2024-07-14 05:35:00 UTC,70000110352,70000110352,70000110352,2024-07-13 05:36:12 UTC,2024-07-13 05:36:12 UTC,,,2024-07-13 05:35:14 UTC
70011284637,Not yet decided,Client has visited site . Client says will check other properties too and then decide,Completed,2024-07-14 05:42:00 UTC,70000110352,70000110352,70000110352,2024-07-13 05:46:33 UTC,2024-07-13 05:46:33 UTC,,,2024-07-13 05:46:07 UTC
70011284650,Diwali visit for site,Client said will have milange site visit on diwali time and then decide budget 1.5 cr only,Completed,2024-07-14 05:50:00 UTC,70000110352,70000110352,70000110352,2024-07-13 05:51:19 UTC,2024-07-13 05:51:19 UTC,,,2024-07-13 05:50:03 UTC
70011304464,Esta project,Discussed with client now.. Client advice me to call her back tommorow 10 am,Completed,2024-07-16 07:00:00 UTC,70000110352,70000110352,70000110352,2024-07-15 07:01:14 UTC,2024-07-15 07:01:14 UTC,,,2024-07-15 07:00:17 UTC
70011306899,rental,Client looking flat  on rent budget up to ten thousand only at gudvancherry area only,Completed,2024-07-16 09:09:00 UTC,70000110352,70000110352,70000110352,2024-07-15 09:11:25 UTC,2024-07-15 09:11:25 UTC,,,2024-07-15 09:10:04 UTC
70011307158,Vendor,This client is a vendor,Completed,2024-07-16 09:25:00 UTC,70000110352,70000110352,70000110352,2024-07-15 09:25:42 UTC,2024-07-15 09:25:42 UTC,,,2024-07-15 09:25:16 UTC
70011322317,Junk,Call getting dropped,Completed,2024-07-18 06:40:00 UTC,70000110352,70000110352,70000110352,2024-07-17 06:41:56 UTC,2024-07-17 06:41:56 UTC,,,2024-07-17 06:40:53 UTC
70011333061,follow up ,,Completed,2024-07-20 06:15:00 UTC,70000110350,70000110350,70000110350,2024-07-18 06:15:37 UTC,2024-07-25 06:42:28 UTC,,Call reminder,2024-07-25 06:42:25 UTC
70011341255,Esta Project,Again discussed with client .. Client said will try to have site visit this month end and then decide,Completed,2024-07-20 06:57:00 UTC,70000110352,70000110352,70000110352,2024-07-19 06:59:05 UTC,2024-07-19 06:59:05 UTC,,,2024-07-19 06:57:55 UTC
70011368649,Ringing no response,Tried calling so many times no response will again try to call some time later,Completed,2024-07-23 07:40:00 UTC,70000110352,70000110352,70000110352,2024-07-22 07:41:59 UTC,2024-07-22 07:41:59 UTC,,,2024-07-22 07:40:49 UTC
70011384598,Site visit completed,Client and his family already done site visit . After so many follow ups client said his family is showing less intrest on vipaasna project. Thats why client client has kept it on   hold,Completed,2024-07-25 05:41:00 UTC,70000110352,70000110352,70000110352,2024-07-24 05:43:53 UTC,2024-07-24 05:43:53 UTC,,,2024-07-24 05:41:22 UTC
70011384703,Email all details,This client is from north corolina.. Tried calling so many times client is not responding. All details sent through email. ,Completed,2024-07-25 05:56:00 UTC,70000110352,70000110352,70000110352,2024-07-24 06:00:29 UTC,2024-07-24 06:00:29 UTC,,,2024-07-24 05:56:18 UTC
70011384796,Investment,Client looking for investment .After discussion all details sent through whats app.. Client said will revert back to me if intrested,Completed,2024-07-25 06:14:00 UTC,70000110352,70000110352,70000110352,2024-07-24 06:17:34 UTC,2024-07-24 06:17:34 UTC,,,2024-07-24 06:14:34 UTC
70011384847,North korratur,Client looking property at north korattur only next to her office,Completed,2024-07-25 06:27:00 UTC,70000110352,70000110352,70000110352,2024-07-24 06:29:55 UTC,2024-07-24 06:29:55 UTC,,,2024-07-24 06:27:15 UTC
70011385563,Channel partner,This client is a channel partner.. All details sent through wahts app,Completed,2024-07-25 07:16:00 UTC,70000110352,70000110352,70000110352,2024-07-24 07:16:59 UTC,2024-07-24 07:16:59 UTC,,,2024-07-24 07:16:20 UTC
70011385793,Client need 1400 sqft,Client need 1400 sqft flat in navaloor area no plots,Completed,2024-07-25 07:27:00 UTC,70000110352,70000110352,70000110352,2024-07-24 07:29:01 UTC,2024-07-24 07:29:01 UTC,,,2024-07-24 07:27:42 UTC
70011392848,Bad timing,Again tried calling no response from client. All details again resent through email.. hopefully client should respond through email,Completed,2024-07-26 06:13:00 UTC,70000110352,70000110352,70000110352,2024-07-25 06:15:08 UTC,2024-07-25 06:15:08 UTC,,,2024-07-25 06:13:11 UTC
70011392966,Follow up,Again Discussed with client now over phone.. Client advice me to call him back tommorrow,Completed,2024-07-26 06:30:00 UTC,70000110352,70000110352,70000110352,2024-07-25 06:31:35 UTC,2024-07-25 06:31:35 UTC,,,2024-07-25 06:30:24 UTC
70011401101,Follow up,Discussed with client now ..client said will do site visit tommorow and then decide,Completed,2024-07-27 05:26:00 UTC,70000110352,70000110352,70000110352,2024-07-26 05:28:17 UTC,2024-07-26 05:28:17 UTC,,,2024-07-26 05:26:57 UTC
70011402284,Kept on hold,Client need two bhk apartment in tiara project. But unfortunately due to registration price differnce sale is kept on hold,Completed,2024-07-27 07:12:00 UTC,70000110352,70000110352,70000110352,2024-07-26 07:14:14 UTC,2024-07-26 07:14:14 UTC,,,2024-07-26 07:12:55 UTC
70011402533,Follow up,Client said by next week she is free will have site visit . Advice me to call her back next week,Completed,2024-07-27 07:23:00 UTC,70000110352,70000110352,70000110352,2024-07-26 07:24:43 UTC,2024-07-26 07:24:43 UTC,,,2024-07-26 07:23:15 UTC
70011402811,not yet decided,Client said still not yet decided will revert back if needed,Completed,2024-07-27 07:37:00 UTC,70000110352,70000110352,70000110352,2024-07-26 07:38:49 UTC,2024-07-26 07:38:49 UTC,,,2024-07-26 07:37:54 UTC
70011404973,Not intrested,Client responded through whats app and said by mistake he has put his location ,Completed,2024-07-27 09:38:00 UTC,70000110352,70000110352,70000110352,2024-07-26 09:40:56 UTC,2024-07-26 09:40:56 UTC,,,2024-07-26 09:38:37 UTC
70011405194,Budget 1.4 cr,Client again responded through whats app looking plot ashok nagar /porur and guindy budget 1.4 cr,Completed,2024-07-27 09:47:00 UTC,70000110352,70000110352,70000110352,2024-07-26 09:50:37 UTC,2024-07-26 09:50:37 UTC,,,2024-07-26 09:47:45 UTC
70011413072,not intrested,Client says Right now not looking any property right now,Completed,2024-07-28 09:25:00 UTC,70000110352,70000110352,70000110352,2024-07-27 09:26:29 UTC,2024-07-27 09:26:29 UTC,,,2024-07-27 09:25:48 UTC
70011413802,Bad timing,Tried calling so many times no response from client..,Completed,2024-07-28 10:06:00 UTC,70000110352,70000110352,70000110352,2024-07-27 10:07:04 UTC,2024-07-27 10:07:04 UTC,,,2024-07-27 10:06:10 UTC
70011425115,budget,Discussed with client ..Client budget is up to 2 cr only and our project cost starts from 3.5 cr onwards,Completed,2024-07-30 05:02:00 UTC,70000110352,70000110352,70000110352,2024-07-29 05:03:57 UTC,2024-07-29 05:03:57 UTC,,,2024-07-29 05:02:35 UTC
70011435030,Switched off,The number you are calling is switched off.. Treid calling so many times,Completed,2024-07-31 05:20:00 UTC,70000110352,70000110352,70000110352,2024-07-30 05:21:21 UTC,2024-07-30 05:21:21 UTC,,,2024-07-30 05:20:36 UTC
70011435591,Amara project,Client is looking a flat in amara project on rent,Completed,2024-07-31 06:31:00 UTC,70000110352,70000110352,70000110352,2024-07-30 06:31:54 UTC,2024-07-30 06:31:54 UTC,,,2024-07-30 06:31:13 UTC
70011443346,Arihant millange,Client is intrested in milange project. Forwarded all details through whats app. And also instructed Mr karthick To follow (anarock),Completed,2024-08-01 04:54:00 UTC,70000110352,70000110352,70000110352,2024-07-31 04:56:10 UTC,2024-07-31 04:56:10 UTC,,,2024-07-31 04:54:39 UTC
70011444820,Bad timing,Client says he is in meeting will call some time later,Completed,2024-08-01 07:04:00 UTC,70000110352,70000110352,70000110352,2024-07-31 07:05:05 UTC,2024-07-31 07:05:05 UTC,,,2024-07-31 07:04:20 UTC
70011455166,rental,Client need 1 bhk flat on rent only,Completed,2024-08-02 06:15:00 UTC,70000110352,70000110352,70000110352,2024-08-01 06:15:52 UTC,2024-08-01 06:15:52 UTC,,,2024-08-01 06:15:13 UTC
70011455267,Villa plots,Discussed with client now...All details sent through whats app. Client said by next week end will have site visit,Completed,2024-08-02 06:30:00 UTC,70000110352,70000110352,70000110352,2024-08-01 06:32:46 UTC,2024-08-01 06:32:46 UTC,,,2024-08-01 06:31:13 UTC
70011455469,Bad timing,Discussed with client. Client said right now busy with govt. work. By this month end will try to have site visit and then decide,Completed,2024-08-02 06:43:00 UTC,70000110352,70000110352,70000110352,2024-08-01 06:46:19 UTC,2024-08-01 06:46:19 UTC,,,2024-08-01 06:43:59 UTC
70011455549,Bad timing,Tried calling so many time client is disconnecting my calls. Again will try some time later,Completed,2024-08-02 06:50:00 UTC,70000110352,70000110352,70000110352,2024-08-01 06:51:19 UTC,2024-08-01 06:51:19 UTC,,,2024-08-01 06:50:11 UTC
70011462023,Wrong number,The dialed number does not exist.. Pls check the number you have dialed,Completed,2024-08-03 05:10:00 UTC,70000110352,70000110352,70000110352,2024-08-02 05:10:59 UTC,2024-08-02 05:10:59 UTC,,,2024-08-02 05:10:10 UTC
70011469120,Plan dropped,Discuss with client now. Client says due to sudden death one of there family so as of now planned drop,Completed,2024-08-04 06:01:00 UTC,70000110352,70000110352,70000110352,2024-08-03 06:07:42 UTC,2024-08-03 06:07:42 UTC,,,2024-08-03 06:01:39 UTC
70011469651,Bad Timing,Client says she is right now busy with her international call. Once she is free will revert back,Completed,2024-08-04 06:47:00 UTC,70000110352,70000110352,70000110352,2024-08-03 06:48:32 UTC,2024-08-03 06:48:32 UTC,,,2024-08-03 06:47:34 UTC
70011484805,Bad Timing,Tried calling so many times client is disconnecting my calls ,Completed,2024-08-06 05:09:00 UTC,70000110352,70000110352,70000110352,2024-08-05 05:10:28 UTC,2024-08-05 05:10:28 UTC,,,2024-08-05 05:09:46 UTC
70011490123,Follow up,Client says right now he is in delhi. Will revert back once he is free. Right now he is in meeting,Completed,2024-08-06 10:09:00 UTC,70000110352,70000110352,70000110352,2024-08-05 10:10:20 UTC,2024-08-05 10:10:20 UTC,,,2024-08-05 10:09:04 UTC
70011490272,Follow up,Discussed with client now. Client is staying on rent in villa 60. All details sent through whats app. Client said will check and revert back. After having discussion with parents,Completed,2024-08-06 10:24:00 UTC,70000110352,70000110352,70000110352,2024-08-05 10:26:38 UTC,2024-08-05 10:26:38 UTC,,,2024-08-05 10:24:50 UTC
70011495655,BAd timing,As discussed with client .Client says right now he is travelling. All detail sent through whats app. Client said will check and revert back after discuusing to parents,Completed,2024-08-07 07:01:00 UTC,70000110352,70000110352,70000110352,2024-08-06 07:03:30 UTC,2024-08-06 07:03:30 UTC,,,2024-08-06 07:01:52 UTC
70011495805,Follow up 2,Discussed with client client. Client says he is looking for commercial cum residence inside city. Right now client is in delhi. next week end client will come down to chennai and revert back,Completed,2024-08-07 07:08:00 UTC,70000110352,70000110352,70000110352,2024-08-06 07:11:26 UTC,2024-08-06 07:11:26 UTC,,,2024-08-06 07:08:35 UTC
70011495971,follow up 2,Client has visited site last evening. Client feels rate are high. Will discuss with there parent and revert back,Completed,2024-08-07 07:18:00 UTC,70000110352,70000110352,70000110352,2024-08-06 07:19:51 UTC,2024-08-06 07:19:51 UTC,,,2024-08-06 07:18:37 UTC
70011503578,Bad timing,Tried calling so many times.. Client is not answering my calls right now. Again will try some time later,Completed,2024-08-08 06:18:00 UTC,70000110352,70000110352,70000110352,2024-08-07 06:19:33 UTC,2024-08-07 06:19:33 UTC,,,2024-08-07 06:18:32 UTC
70011503622,Villa or plot,Discussed with client again. Client says he is looking villa no 70 which is for resale one. Client says will discuss with there parent and then decide for the same with in two days either we go for plot or villa,Completed,2024-08-08 06:23:00 UTC,70000110352,70000110352,70000110352,2024-08-07 06:25:56 UTC,2024-08-07 06:25:56 UTC,,,2024-08-07 06:23:35 UTC
70011507341,No service,This number temporary out of service..Will try again some time later,Completed,2024-08-08 09:11:00 UTC,70000110352,70000110352,70000110352,2024-08-07 09:12:49 UTC,2024-08-07 09:12:49 UTC,,,2024-08-07 09:12:01 UTC
70011543253,not intrested ,This client is a chicken mutton vendor. Right now he is not intrested in buying any plot. By mistake his son has srolled it,Completed,2024-08-09 05:59:00 UTC,70000110352,70000110352,70000110352,2024-08-08 06:00:43 UTC,2024-08-08 06:00:43 UTC,,,2024-08-08 05:59:20 UTC
70011544003,Not yet decided,Discussed with client. Client said not yet decided still under discussion  with in there familywill revert back if needed,Completed,2024-08-09 07:02:00 UTC,70000110352,70000110352,70000110352,2024-08-08 07:03:56 UTC,2024-08-08 07:03:56 UTC,,,2024-08-08 07:02:09 UTC
70011547568,Villa plot,This client is working in gudvancherry. Shown intest in villa plots. All details sent through whats app. Client said by this saturday after 5 pm will have a site visit and then decide,Completed,2024-08-09 10:49:00 UTC,70000110352,70000110352,70000110352,2024-08-08 10:50:59 UTC,2024-08-08 10:50:59 UTC,,,2024-08-08 10:49:09 UTC
70011551277,Intrested,Client said he will discuss again with family and let me know either he is willing to go for resale villa or plot  on or before 13 th aug,Completed,2024-08-10 06:20:00 UTC,70000110352,70000110352,70000110352,2024-08-09 06:22:09 UTC,2024-08-09 06:22:58 UTC,,,2024-08-09 06:20:55 UTC
70011558406,Follow up,Client says he has done funding in 2006 and 2007 for this project. Client says kamal is known to me. Advice me to forward details through whats app. And revert back if needed,Completed,2024-08-11 06:34:00 UTC,70000110352,70000110352,70000110352,2024-08-10 06:36:41 UTC,2024-08-10 06:36:41 UTC,,,2024-08-10 06:34:46 UTC
70011558510,follow up,Client says he is hospitalized yesterday will have site visit after ten days once he is all right,Completed,2024-08-11 06:39:00 UTC,70000110352,70000110352,70000110352,2024-08-10 06:41:39 UTC,2024-08-10 06:41:39 UTC,,,2024-08-10 06:39:57 UTC
70011575023,caroet area,Client need 4 bhk flat  with carpet area 2000 sqft.. only budget is up to 4 cr only. Client need location at adayar only,Completed,2024-08-13 06:44:00 UTC,70000110352,70000110352,70000110352,2024-08-12 06:51:39 UTC,2024-08-12 06:51:39 UTC,,,2024-08-12 06:44:38 UTC
70011575463,Follow up,Client adviced me to call him After 5 pm today,Completed,2024-08-13 07:12:00 UTC,70000110352,70000110352,70000110352,2024-08-12 07:12:43 UTC,2024-08-12 07:12:43 UTC,,,2024-08-12 07:12:06 UTC
70011576046,follow up 2,"Client intrested in commercial property between t
lic buiding and tirusulam area. And also resindetial he may visit this week end vipassna project once his wife returns from out of station  ",Completed,2024-08-13 07:37:00 UTC,70000110352,70000110352,70000110352,2024-08-12 07:41:04 UTC,2024-08-12 07:41:04 UTC,,,2024-08-12 07:37:45 UTC
70011579620,No response,Ringing no response,Completed,2024-08-13 11:47:00 UTC,70000110352,70000110352,70000110352,2024-08-12 11:48:10 UTC,2024-08-12 11:48:10 UTC,,,2024-08-12 11:47:42 UTC
70011579707,Milange project,This client is intrested in millange project only all details sent through whats app. And also forwarded this lead to mr karthick anarock for future follow ups,Completed,2024-08-13 11:55:00 UTC,70000110352,70000110352,70000110352,2024-08-12 11:56:36 UTC,2024-08-12 11:56:36 UTC,,,2024-08-12 11:55:09 UTC
70011584150,Not yet decided,Client says stilll not yet discussed with family. By this week end they may decide and revert back if needed,Completed,2024-08-14 05:56:00 UTC,70000110352,70000110352,70000110352,2024-08-13 05:58:54 UTC,2024-08-13 05:58:54 UTC,,,2024-08-13 05:56:53 UTC
70011584211,Bad timing,The number you are calling is out of network coverage area.. Will again try some time later,Completed,2024-08-14 06:04:00 UTC,70000110352,70000110352,70000110352,2024-08-13 06:09:11 UTC,2024-08-13 06:09:11 UTC,,,2024-08-13 06:04:39 UTC
70011584219,Bad timing,The number you are trying to reach is out of network coverage area.. Will try some time later,Completed,2024-08-14 06:09:00 UTC,70000110352,70000110352,70000110352,2024-08-13 06:10:27 UTC,2024-08-13 06:10:27 UTC,,,2024-08-13 06:09:23 UTC
70011585734,Spa centre,This client is a Spa centre no intrested in buying any property,Completed,2024-08-14 07:38:00 UTC,70000110352,70000110352,70000110352,2024-08-13 07:40:45 UTC,2024-08-13 07:40:45 UTC,,,2024-08-13 07:38:09 UTC
70011588434,Vaniya vilas project,Client need 3bhk flat in vaniya vilas project. All details sent through whats app. Client we see the site and then decide. Further follow up mr vinod will do for this project only,Completed,2024-08-14 10:20:00 UTC,70000110352,70000110352,70000110352,2024-08-13 10:22:04 UTC,2024-08-13 10:22:04 UTC,,,2024-08-13 10:20:15 UTC
70011593011,Milange project,This client is intrested in milange project only. Forwarded all project details through whats app. Client will come down to chennai in the month of september. In future me karthik will follow from anarock,Completed,2024-08-15 06:30:00 UTC,70000110352,70000110352,70000110352,2024-08-14 06:32:30 UTC,2024-08-14 06:32:30 UTC,,,2024-08-14 06:30:29 UTC
