Id,Related to id,Related to type,Call type,To number,From number,Call duration,Call status,Call cost,Is manual,User id,Created at,Updated at,Outcome,Notes,Recording Url
70005999874,70061084540,Contact,Outgoing,,,,0,,true,70000110350,2022-12-08 06:33:49 UTC,2022-12-08 06:33:49 UTC,Left message,"Shared project details through whats app, he is looking for 3 bhk @ Rs. 9000/- persqft",""
70006000145,70061084541,Contact,Outgoing,,,,0,,true,70000110350,2022-12-08 06:40:00 UTC,2022-12-08 06:40:00 UTC,Left message,Sent him message through whats app,""
70006000359,70061084541,Contact,Outgoing,,,,0,,true,70000110350,2022-12-08 06:44:59 UTC,2022-12-08 06:44:59 UTC,Left message,Shared project details as requested,""
70006043222,70063414048,Contact,Outgoing,,,,0,,true,70000110350,2022-12-10 06:45:23 UTC,2022-12-10 06:45:23 UTC,Left message,Shared details of the project,""
70006043726,70063414043,Contact,Outgoing,,,,0,,true,70000110350,2022-12-10 07:12:02 UTC,2022-12-10 07:12:02 UTC,No response,No response on follow up calls and messages,""
70006067633,70063414045,Contact,Outgoing,,,,0,,true,70000110351,2022-12-12 06:00:24 UTC,2022-12-12 06:00:24 UTC,Not able to reach,Number switched off send the project details through mail ,""
70006068007,70062096654,Contact,Outgoing,,,,0,,true,70000110351,2022-12-12 06:14:10 UTC,2022-12-12 06:14:10 UTC,No response,Ringing no response send the project details through WhatsApp ,""
70006068156,70062485112,Contact,Outgoing,,,,0,,true,70000110351,2022-12-12 06:19:09 UTC,2022-12-12 06:19:09 UTC,Not interested,Customer replied iam not looking any property & disconnect the call ,""
70006116831,70062233892,Contact,Outgoing,,,,0,,true,70000110350,2022-12-14 05:51:51 UTC,2022-12-14 05:51:51 UTC,No response,Tired many times not responding.,""
70006116978,70062246717,Contact,Outgoing,,,,0,,true,70000110350,2022-12-14 05:58:18 UTC,2022-12-14 05:58:18 UTC,Left message,Sent message on whats app,""
70006117259,70062382635,Contact,Outgoing,,,,0,,true,70000110350,2022-12-14 06:10:30 UTC,2022-12-14 06:10:30 UTC,Left message,Sent message through whats app,""
70006117265,70062382652,Contact,Outgoing,,,,0,,true,70000110350,2022-12-14 06:11:04 UTC,2022-12-14 06:11:04 UTC,Not interested,Not Interested,""
70006117445,70062748512,Contact,Outgoing,,,,0,,true,70000110350,2022-12-14 06:18:06 UTC,2022-12-14 06:18:06 UTC,No response,No response on follow up calls and messages,""
70006151090,70064412080,Contact,Outgoing,,,,0,,true,70000110350,2022-12-15 09:12:53 UTC,2022-12-15 09:12:53 UTC,Left message,"On Conversation , replied that he is looking for 2 bhk particularly East or North Facing. Replied him that we don't have an option presently",""
70006175739,70060788879,Contact,Outgoing,,,,0,,true,70000110351,2022-12-16 07:35:35 UTC,2022-12-16 07:35:35 UTC,No response,Ringing no response send the project details through WhatsApp ,""
70006175840,70062382642,Contact,Outgoing,,,,0,,true,70000110351,2022-12-16 07:38:12 UTC,2022-12-16 07:38:12 UTC,Left message,Customer replied send the project details through WhatsApp will check & revert back ,""
70006176206,70064410809,Contact,Outgoing,,,,0,,true,70000110351,2022-12-16 07:47:58 UTC,2022-12-16 07:47:58 UTC,Interested,Customer replied looking for 4bhk come for site visit on 17/12 ,""
70006197232,70064410643,Contact,Outgoing,,,,0,,true,70000110352,2022-12-17 05:59:20 UTC,2022-12-17 05:59:20 UTC,Left message,Client is staying in our existing project arihant vedant on rent..they are very much happy with construction along with open space.. Thats why client is shown some intrest in vipasnaa project.. Client said they are more keen in tnagar area...all details of our project sent through email and whats app.Client said with in one month they will have a site visit and then decide,""
70006201072,70064410458,Contact,Outgoing,,,,0,,true,70000110352,2022-12-17 09:03:41 UTC,2022-12-17 09:03:41 UTC,,yesterday client adviced me to call him today. Today client says he is busy will call back once he is free,""
70006239176,70064994430,Contact,Outgoing,,,,0,,true,70000110352,2022-12-19 09:13:53 UTC,2022-12-19 09:13:53 UTC,,Client said he is looking for his brother who is working in qatar...All details sent through whatts app and email. Client will discuss with in there family members and then revert back if needed,""
70006239807,70064994425,Contact,Outgoing,,,,0,,true,70000110352,2022-12-19 09:31:27 UTC,2022-12-19 09:31:27 UTC,,discussed with client now..Client said right now he is busy pls send all details through whats app. Will get back to me if needed,""
70006240269,70064994398,Contact,Outgoing,,,,0,,true,70000110352,2022-12-19 09:44:25 UTC,2022-12-19 09:44:25 UTC,,Client budget is only up to 1.5 crore only wanted 2 bhk flat in sreenagar colony,""
70006241717,70064994440,Contact,Outgoing,,,,0,,true,70000110352,2022-12-19 10:27:28 UTC,2022-12-19 10:27:28 UTC,,Client budget is only up to 85 lakhs only wanted three bhk flat,""
70006267496,70064994388,Contact,Outgoing,,,,0,,true,70000110351,2022-12-20 09:04:25 UTC,2022-12-20 09:04:25 UTC,No response,Ringing no Response send the project details through whatsapp ,""
70006268878,70060231077,Contact,Outgoing,,,,0,,true,70000110351,2022-12-20 09:37:16 UTC,2022-12-20 09:37:16 UTC,Not interested,Customer replied looking for 3bhk in budget range of below  1cr ,""
70006269074,70064409732,Contact,Outgoing,,,,0,,true,70000110351,2022-12-20 09:43:12 UTC,2022-12-20 09:43:12 UTC,Left message,Customer replied send the project details through WhatsApp will check & revert back ,""
70006270315,70064994420,Contact,Outgoing,,,,0,,true,70000110351,2022-12-20 10:22:46 UTC,2022-12-20 10:22:46 UTC,Left message,Ringing no response send the project details through WhatsApp ,""
70006271177,70064994421,Contact,Outgoing,,,,0,,true,70000110351,2022-12-20 10:52:46 UTC,2022-12-20 10:52:46 UTC,Left message,Channel partner enquiry ,""
70006271313,70064994393,Contact,Outgoing,,,,0,,true,70000110351,2022-12-20 10:57:27 UTC,2022-12-20 10:57:27 UTC,Not interested,Customer replied looking for 4 bhk budget range of below 3cr ,""
70006271358,70064994410,Contact,Outgoing,,,,0,,true,70000110351,2022-12-20 10:59:11 UTC,2022-12-20 10:59:11 UTC,Not able to reach,Number not reachable send the project details through mail ,""
70006271452,70064410997,Contact,Outgoing,,,,0,,true,70000110351,2022-12-20 11:02:59 UTC,2022-12-20 11:02:59 UTC,Not interested,Customer replied looking for property in west Bengal not interested in Chennai wrongly enquired ,""
70006294228,70065632859,Contact,Outgoing,,,,0,,true,70000110352,2022-12-21 10:12:32 UTC,2022-12-21 10:12:32 UTC,No response,Tried callling so many times client is not answering my call..All details sent through whats app and email,""
70006317498,70064994417,Contact,Outgoing,,,,0,,true,70000110350,2022-12-22 09:37:02 UTC,2022-12-22 09:37:02 UTC,Left message,"Explained on the project details,",""
70006317519,70064994417,Contact,Outgoing,,,,0,,true,70000110350,2022-12-22 09:37:26 UTC,2022-12-22 09:37:26 UTC,Not interested,Replied that its expensive and out of budget,""
70006408907,70066273271,Contact,Outgoing,,,,0,,true,70000110350,2022-12-27 11:44:12 UTC,2022-12-27 11:44:12 UTC,No response,No response received,""
70006408969,70066273253,Contact,Outgoing,,,,0,,true,70000110350,2022-12-27 11:46:33 UTC,2022-12-27 11:46:33 UTC,Left message,Requested to share details of the project through whats app. He will go through and revert back.,""
70006409041,70066273253,Contact,Outgoing,,,,0,,true,70000110350,2022-12-27 11:49:01 UTC,2022-12-27 11:49:01 UTC,Left message,He is builder,""
70006421516,70065734922,Contact,Outgoing,,,,0,,true,70000110350,2022-12-28 06:30:35 UTC,2022-12-28 06:30:35 UTC,Left message,Shared details of the project through whats app.,""
70006421537,70065734922,Contact,Outgoing,,,,0,,true,70000110350,2022-12-28 06:31:06 UTC,2022-12-28 06:31:06 UTC,Left message,Replied that he will go through the details and revert back,""
70006421686,70065734753,Contact,Outgoing,,,,0,,true,70000110350,2022-12-28 06:35:05 UTC,2022-12-28 06:35:05 UTC,Left message,"Shared details of the project, Replied that he will revert back",""
70006421728,70065733260,Contact,Outgoing,,,,0,,true,70000110350,2022-12-28 06:35:52 UTC,2022-12-28 06:35:52 UTC,Not interested,"Replied that he is not Interested, looking for budget around 2 cr",""
70006423275,70065632863,Contact,Outgoing,,,,0,,true,70000110350,2022-12-28 07:15:54 UTC,2022-12-28 07:15:54 UTC,Left message,Shared details through email id,""
70006423300,70065632861,Contact,Outgoing,,,,0,,true,70000110350,2022-12-28 07:16:46 UTC,2022-12-28 07:16:46 UTC,Left message,"Replied that she is looking for 3 bhk, Shared details through whats app",""
70006427658,70066273238,Contact,Outgoing,,,,0,,true,70000110350,2022-12-28 09:11:31 UTC,2022-12-28 09:11:31 UTC,Left message,sent message through whats app,""
70006442471,70066273268,Contact,Outgoing,,,,0,,true,70000110351,2022-12-29 05:12:46 UTC,2022-12-29 05:12:46 UTC,No response,Ringing no response send the project details through WhatsApp ,""
70006442551,70066273187,Contact,Outgoing,,,,0,,true,70000110351,2022-12-29 05:16:26 UTC,2022-12-29 05:16:26 UTC,Not interested,Customer replied not interested & disconnect the call ,""
70006442617,70065906142,Contact,Outgoing,,,,0,,true,70000110351,2022-12-29 05:20:05 UTC,2022-12-29 05:20:05 UTC,No response,Ringing no response send the project details through WhatsApp ,""
70006477991,70066666449,Contact,Outgoing,,,,0,,true,70000110351,2022-12-30 10:45:34 UTC,2022-12-30 10:45:34 UTC,Left message,Customer replied send the project details through WhatsApp will check & revert back ,""
70006478285,70066666444,Contact,Outgoing,,,,0,,true,70000110351,2022-12-30 10:57:14 UTC,2022-12-30 10:57:14 UTC,Not interested,Customer replied price is too high looking for 3bhk below 1.5 cr range ,""
70006478454,70064994392,Contact,Outgoing,,,,0,,true,70000110351,2022-12-30 11:05:09 UTC,2022-12-30 11:05:09 UTC,Not able to reach,Number not reachable send the details through mail ,""
70006478521,70065632844,Contact,Outgoing,,,,0,,true,70000110351,2022-12-30 11:09:21 UTC,2022-12-30 11:09:21 UTC,Left message,Customer replied send the project details through WhatsApp if interested will check & revert back  ,""
70006478636,70066273235,Contact,Outgoing,,,,0,,true,70000110351,2022-12-30 11:14:42 UTC,2022-12-30 11:14:42 UTC,Not interested,Customer replied looking for 3bhk apartment budget range of below 2cr .Not interested beyond the budget ,""
70006478702,70065632870,Contact,Outgoing,,,,0,,true,70000110351,2022-12-30 11:17:57 UTC,2022-12-30 11:17:57 UTC,Not interested,Customer replied wrongly enquired iam not interested & disconnect the call ,""
70006478903,70064994435,Contact,Outgoing,,,,0,,true,70000110351,2022-12-30 11:26:58 UTC,2022-12-30 11:26:58 UTC,Left message,Customer replied send the project details through WhatsApp will discuss with father & revert back ,""
70006478966,70064411806,Contact,Outgoing,,,,0,,true,70000110351,2022-12-30 11:29:31 UTC,2022-12-30 11:29:31 UTC,Not able to reach,Number not in use send the project details through mail ,""
70006479310,70065906138,Contact,Outgoing,,,,0,,true,70000110351,2022-12-30 11:44:50 UTC,2022-12-30 11:44:50 UTC,No response,Ringing no response send the project details through whatsapp ,""
70006514496,70066956081,Contact,Outgoing,,,,0,,true,70000110352,2023-01-02 07:35:12 UTC,2023-01-02 07:35:12 UTC,,Discussed with client now.. Client budget is up to 1.5 crore only..wanted two bhk in sreenagar colony/velacherry/ adyar,""
70006560116,70067125319,Contact,Outgoing,,,,0,,true,70000110352,2023-01-04 06:56:39 UTC,2023-01-04 06:56:39 UTC,,Client looking property at adyar only.....wanted 3 bhk flat client budget is up to 2.8 crore only,""
70006619730,70062096648,Contact,Outgoing,,,,0,,true,70000110351,2023-01-06 09:46:41 UTC,2023-01-06 09:46:41 UTC,Not interested,"",""
70006619737,70061472955,Contact,Outgoing,,,,0,,true,70000110351,2023-01-06 09:46:58 UTC,2023-01-06 09:46:58 UTC,Not interested,"",""
70006619862,70064994427,Contact,Outgoing,,,,0,,true,70000110351,2023-01-06 09:50:48 UTC,2023-01-06 09:50:48 UTC,Not interested,"",""
70006620293,70060231075,Contact,Outgoing,,,,0,,true,70000110351,2023-01-06 10:05:30 UTC,2023-01-06 10:05:30 UTC,Not interested,"",""
70006696370,70066956075,Contact,Outgoing,,,,0,,true,70000110351,2023-01-10 10:38:42 UTC,2023-01-10 10:38:42 UTC,Not interested,Customer replied looking for 3bhk apartment below 2cr range. Not interested beyond the budget ,""
70006696408,70064994406,Contact,Outgoing,,,,0,,true,70000110351,2023-01-10 10:39:45 UTC,2023-01-10 10:39:45 UTC,Not interested,Cosmo enquiry ,""
70006696456,70066273224,Contact,Outgoing,,,,0,,true,70000110351,2023-01-10 10:41:17 UTC,2023-01-10 10:41:17 UTC,Not able to reach,"",""
70006696668,70068078764,Contact,Outgoing,,,,0,,true,70000110351,2023-01-10 10:47:44 UTC,2023-01-10 10:47:44 UTC,Left message,Customer replied send the project details through WhatsApp will check & revert back ,""
70006696729,70060788880,Contact,Outgoing,,,,0,,true,70000110351,2023-01-10 10:49:46 UTC,2023-01-10 10:49:46 UTC,Not interested,"",""
70006748888,70066273273,Contact,Outgoing,,,,0,,true,70000110351,2023-01-12 09:20:08 UTC,2023-01-12 09:20:08 UTC,Not interested,COSMO ENQUIRY,""
70006748947,70067710360,Contact,Outgoing,,,,0,,true,70000110351,2023-01-12 09:21:32 UTC,2023-01-12 09:21:32 UTC,No response,Ringing no response send the project details through WhatsApp ,""
70006749035,70064409903,Contact,Outgoing,,,,0,,true,70000110351,2023-01-12 09:23:32 UTC,2023-01-12 09:23:32 UTC,Not interested,Cosmo enquiry,""
70006749780,70066541213,Contact,Outgoing,,,,0,,true,70000110351,2023-01-12 09:40:44 UTC,2023-01-12 09:40:44 UTC,Left message,Customer replied looking for 3hk send the project details through whatsapp will check & revert back ,""
70006749834,70066273202,Contact,Outgoing,,,,0,,true,70000110351,2023-01-12 09:41:52 UTC,2023-01-12 09:41:52 UTC,Not interested,Cosmo enquiry ,""
70006749871,70064994429,Contact,Outgoing,,,,0,,true,70000110351,2023-01-12 09:42:53 UTC,2023-01-12 09:42:53 UTC,Not interested,Cosmo enquiry  ,""
70006749905,70064409537,Contact,Outgoing,,,,0,,true,70000110351,2023-01-12 09:43:42 UTC,2023-01-12 09:43:42 UTC,No response,Ringing no response ,""
